,symbol,shortName,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio,address2,industrySymbol
391,PWR,"Quanta Services, Inc.",47300.0,7.0,3.0,2.0,5.0,3.0,1682899200.0,1672444800.0,86400,2.0,181.17,178.79,176.69,180.86,181.17,178.79,176.69,180.86,0.32,0.0018000001,1688083200.0,0.0885,,1.078465,52.505898,21.653893,340427.0,340427.0,837011.0,967810.0,967810.0,0.0,0.0,1000.0,800.0,25840601088.0,112.86,181.83,1.4734732,167.021,150.46405,0.3,0.0016559034,29433995264.0,0.0286,143372483.0,145176000.0,4218005.0,4815508.0,1681430400.0,1684108800.0,0.0291,0.01382,0.90736,5.95,0.033,0.0,37.982,4.686299,1672444800.0,1703980800.0,1680220800.0,0.123,501593984.0,3.39,8.22,1.68,3:2,955324800.0,1.678,20.217,0.51252294,0.02542901,0.08,1680739200.0,-14400000.0,177.995,201.0,170.0,188.33,190.0,1.9,15.0,217115008.0,1.496,1455878016.0,4382025216.0,1.502,1.625,17537204224.0,79.356,122.024,0.03914,0.09819999,2529155000.0,262854256.0,1083630976.0,0.123,0.117,0.14564,0.08302,0.048309997,2.1025,,
392,QCOM,QUALCOMM Incorporated,51000.0,9.0,1.0,1.0,5.0,2.0,1685404800.0,1672444800.0,86400,2.0,115.2,113.56,111.6,114.0,115.2,113.56,111.6,114.0,3.2,0.0276,1685491200.0,0.3198,2.67,1.263194,12.010661,11.686722,5380645.0,5380645.0,7702071.0,10093430.0,10093430.0,112.65,112.68,1000.0,1000.0,125503242240.0,101.47,156.66,3.0558376,115.4252,121.2005,3.0,0.026041668,138532995072.0,0.25667998,1112106200.0,1114000000.0,9637206.0,10035013.0,1681430400.0,1684108800.0,0.0087,0.00082,0.75991994,1.24,0.0087,0.0,17.682,6.371452,1664064000.0,1695600000.0,1679788800.0,-0.419,10627999744.0,9.38,9.64,-1.35,2:1,1092614400.0,3.373,9.562,-0.17154694,0.02542901,0.75,1677628800.0,-14400000.0,112.66,183.0,95.0,133.81,132.5,2.1,26.0,6675999744.0,5.993,14488000512.0,15985000448.0,1.318,2.425,41069998080.0,81.15,36.653,0.17121,0.64361,25565000000.0,4753625088.0,8892999680.0,-0.408,-0.169,0.56462,0.35276002,0.30903,1.0714,,
393,DGX,Quest Diagnostics Incorporated,40000.0,3.0,7.0,5.0,1.0,2.0,1682899200.0,1672444800.0,86400,2.0,133.88,133.51,132.65,133.62,133.88,133.51,132.65,133.62,2.84,0.0212,1688947200.0,0.3939,1.9,0.939479,19.551975,14.658617,212675.0,212675.0,1110001.0,904270.0,904270.0,0.0,0.0,1000.0,800.0,14957680640.0,120.4,158.34,1.5576049,137.989,139.67355,2.69,0.02009262,19557791744.0,0.08258,111007835.0,112009000.0,4080919.0,4121510.0,1681430400.0,1684108800.0,0.0364,0.0083099995,0.92971003,3.78,0.0478,0.0,54.018,2.4721386,1672444800.0,1703980800.0,1680220800.0,-0.431,789000000.0,6.83,9.11,-32.34,2:1,1119312000.0,2.037,10.932,-0.03419417,0.02542901,0.71,1680739200.0,-14400000.0,133.54,165.0,140.0,147.6,146.0,2.7,15.0,175000000.0,1.562,1788999936.0,4622000128.0,1.055,1.339,9603000320.0,74.972,84.053,0.06437,0.13572,3467000000.0,554875008.0,1332000000.0,-0.39,-0.107,0.34155998,0.1863,0.14069,3.2962,,
394,RL,Ralph Lauren Corporation,14900.0,5.0,9.0,8.0,10.0,10.0,1682899200.0,1672444800.0,86400,2.0,109.32,108.23,105.2,108.4928,109.32,108.23,105.2,108.4928,3.0,0.026600001,1680134400.0,0.39580002,,1.401829,14.303107,10.020332,279942.0,279942.0,900188.0,1295860.0,1295860.0,0.0,0.0,800.0,800.0,6894564864.0,82.23,128.94,1.0699865,113.6064,107.1296,3.0,0.027442371,8691237888.0,0.08112001,39945941.0,40523500.0,5864564.0,5978249.0,1681430400.0,1684108800.0,0.0889,0.021459999,1.0981,8.01,0.2234,0.0,37.05,2.8451796,1680307200.0,1711929600.0,1680307200.0,0.324,522700000.0,7.37,10.52,0.93,,,1.349,8.989,0.08034396,0.02542901,0.75,1680134400.0,-14400000.0,105.4139,168.0,100.0,129.67,134.0,2.6,14.0,1565699968.0,23.939,966899968.0,2881900032.0,1.436,2.226,6443599872.0,118.572,95.179,0.06428,0.21049,4181200000.0,112650000.0,411000000.0,0.466,0.012,0.64889,0.15005,0.115839995,1.6585,,
395,RJF,"Raymond James Financial, Inc.",17000.0,3.0,3.0,5.0,7.0,5.0,1685404800.0,1672444800.0,86400,2.0,94.06,93.25,90.175,93.66,94.06,93.25,90.175,93.66,1.68,0.0179,1680220800.0,0.2,1.43,1.033427,11.95,9.353244,350035.0,350035.0,1626553.0,1227940.0,1227940.0,92.31,0.0,900.0,900.0,19245758464.0,82.0,126.0,1.7485018,90.6728,104.8146,1.52,0.016159898,10057319424.0,0.15227,190552215.0,211911008.0,4449568.0,4741567.0,1681430400.0,1684108800.0,0.021,0.09548,0.77586,2.94,0.0232,0.0,46.672,1.9459205,1664496000.0,1696032000.0,1680220800.0,0.322,1663000064.0,7.6,9.71,1.01,3:2,1632268800.0,0.914,,-0.037650883,0.02542901,0.42,1680220800.0,-14400000.0,90.82,136.0,95.0,112.0,111.5,2.2,8.0,14812999680.0,69.902,,4844000256.0,5.737,5.771,11006999552.0,48.591,51.519,0.02201,0.18043,10143000000.0,,-2518000128.0,0.27,0.074,0.93613,0.0,0.19406,0.9764,,
396,RTX,Raytheon Technologies Corporati,182000.0,5.0,5.0,5.0,2.0,3.0,1682899200.0,1672444800.0,86400,2.0,92.82,92.37,91.95,92.83,92.82,92.37,91.95,92.83,2.36,0.0253,1684368000.0,0.5882,2.53,0.727304,24.754011,16.072916,1405610.0,1405610.0,4233134.0,4095690.0,4095690.0,0.0,0.0,1100.0,900.0,135272341504.0,80.27,104.91,1.9727052,98.0446,95.27995,2.2,0.023701789,168171765760.0,0.08078,1335032466.0,1461139968.0,9105816.0,9136066.0,1681430400.0,1684108800.0,0.0062,0.00090000004,0.81551003,2.41,0.0062,0.0,49.785,1.8595963,1672444800.0,1703980800.0,1680220800.0,0.315,5538999808.0,3.74,5.76,1.79,15890:10000,1585872000.0,2.452,14.156,-0.020989358,0.02542901,0.59,1684368000.0,-14400000.0,92.58,120.0,98.0,109.75,110.0,2.1,20.0,5893000192.0,4.03,11879999488.0,36110000128.0,0.715,1.134,68572000256.0,48.545,46.668,0.03019,0.076570004,13668000000.0,4193874944.0,5829000192.0,0.334,0.095,0.20535,0.17325,0.11305001,2.6523,,
397,O,Realty Income Corporation,391.0,3.0,2.0,6.0,7.0,3.0,1682899200.0,1672444800.0,86400,2.0,58.665,58.87,58.775,59.3189,58.665,58.87,58.775,59.3189,3.06,0.0519,1685491200.0,2.1035001,4.29,0.802955,41.723663,40.860413,1397035.0,1397035.0,3615793.0,3483870.0,3483870.0,0.0,0.0,1300.0,900.0,39886790656.0,55.5,75.11,11.483715,61.4182,63.67145,2.987,0.050916217,59051159552.0,0.25768998,672212657.0,673222016.0,25187016.0,23317714.0,1681430400.0,1684108800.0,0.0374,0.00103,0.82728994,8.97,0.044,0.0,43.462,1.3632046,1672444800.0,1703980800.0,1680220800.0,0.129,895054976.0,1.42,1.45,1.92,1032:1000,1636934400.0,17.001,19.11,-0.13454759,0.02542901,0.255,1682640000.0,-14400000.0,59.2476,74.0,65.0,69.8,70.0,2.3,14.0,176176000.0,0.262,3090022912.0,19432833024.0,2.546,2.808,3473335040.0,66.126,5.527,0.01802,0.03269,3110903000.0,1811854336.0,2781611008.0,0.013,0.168,0.92993,0.88964,0.39499,7.8078,,
398,REG,Regency Centers Corporation,440.0,1.0,5.0,1.0,1.0,1.0,1685404800.0,1672444800.0,86400,2.0,55.78,55.85,55.66,56.34,55.78,55.85,55.66,56.34,2.6,0.0466,1686614400.0,1.1384,4.04,1.160098,25.008928,25.697247,282033.0,282033.0,867047.0,1170130.0,1170130.0,56.14,56.2,800.0,900.0,9620818944.0,51.97,68.56,7.488452,59.1598,61.2835,2.55,0.04571531,13476976640.0,0.2996,168996532.0,170998000.0,3003689.0,2685407.0,1681430400.0,1684108800.0,0.0176,0.008909999,1.01099,4.83,0.0239,0.0,35.532,1.576607,1672444800.0,1703980800.0,1680220800.0,-0.502,384918016.0,2.24,2.18,-39.06,,,10.49,16.404,-0.17178917,0.02542901,0.65,1678752000.0,-14400000.0,56.02,79.0,62.0,68.79,69.0,2.3,14.0,70095000.0,0.411,821545024.0,3954736128.0,0.768,0.904,1284754048.0,64.415,7.497,0.02992,0.063140005,925155000.0,525790880.0,675022016.0,-0.501,0.043,0.72593004,0.63945997,0.40331,4.8382,Suite 114,
399,REGN,"Regeneron Pharmaceuticals, Inc.",12099.0,9.0,10.0,9.0,10.0,10.0,1682899200.0,1672444800.0,86400,2.0,728.6,730.9,727.405,735.21,728.6,730.9,727.405,735.21,,,,0.0,,0.224841,19.895948,16.859728,155750.0,155750.0,575807.0,540480.0,540480.0,730.01,730.72,1100.0,1000.0,80239149056.0,538.01,837.55,6.486645,784.9718,736.7511,0.0,0.0,71402389504.0,0.33813,102515224.0,107892000.0,1212640.0,1213046.0,1681430400.0,1684108800.0,0.0111,0.025409998,0.8964,2.25,0.013099999,0.0,219.376,3.3338878,1672444800.0,1703980800.0,1680220800.0,-0.16,4182700032.0,36.76,43.38,6.22,,,5.772,14.064,0.10574877,0.02542901,,,-14400000.0,731.375,1050.0,650.0,889.32,897.5,2.1,22.0,8959699968.0,83.649,5076800000.0,2701799936.0,4.541,5.454,12369899520.0,11.499,115.418,0.10438,0.19271,7020000000.0,1711600000.0,4280800000.0,-0.167,0.066,0.55837,0.41041002,0.38077998,3.1961,,
400,RF,Regions Financial Corporation,20113.0,7.0,3.0,8.0,8.0,7.0,1682899200.0,1672444800.0,86400,2.0,17.89,17.71,17.11,17.78,17.89,17.71,17.11,17.78,0.8,0.045,1685577600.0,0.32770002,3.48,1.200211,7.304256,7.528509,2519450.0,2519450.0,13470001.0,8559950.0,8559950.0,0.0,0.0,4000.0,2900.0,16106108928.0,13.94,24.33,2.260824,17.6768,20.9054,0.77,0.043040805,20779175936.0,0.32411,935121135.0,938310976.0,28469564.0,19677358.0,1681430400.0,1684108800.0,0.030299999,0.00236,0.78439003,2.51,0.038900003,0.0,16.29,1.0537139,1672444800.0,1703980800.0,1680220800.0,0.117,2209999872.0,2.35,2.28,-8.36,12346:10000,1088640000.0,2.917,,-0.1721425,0.02542901,0.2,1678320000.0,-14400000.0,17.165,25.05,20.0,22.0,22.0,2.3,23.0,4741000192.0,5.053,,7159000064.0,,,7123999744.0,,7.625,0.01451,0.13629,6944000000.0,,2713999872.0,0.127,0.111,0.0,0.0,0.45326,,,
401,RSG,"Republic Services, Inc.",40000.0,6.0,3.0,7.0,2.0,3.0,1682899200.0,1672444800.0,86400,2.0,142.0,142.29,141.11,142.885,142.0,142.29,141.11,142.885,1.98,0.0139999995,1688083200.0,0.4061,1.65,0.66432,29.504164,24.208546,574715.0,574715.0,1228668.0,1073950.0,1073950.0,0.0,0.0,1100.0,800.0,44791853056.0,119.72,149.3,3.1717107,139.5642,135.1583,1.945,0.013697184,56786210816.0,0.10759,206092724.0,316281984.0,2370776.0,1756709.0,1681430400.0,1684108800.0,0.0075,0.00105,0.94581,2.04,0.0115,0.0,31.352,4.517096,1672444800.0,1703980800.0,1680220800.0,0.091,1519500032.0,4.8,5.85,3.03,3:2,1174262400.0,4.021,14.146,0.05993879,0.02542901,0.495,1680220800.0,-14400000.0,141.62,175.0,136.0,153.81,153.5,2.2,16.0,132200000.0,0.418,4014200064.0,12296500224.0,0.663,0.74,14122300416.0,123.99,44.612,0.05963,0.16079001,5459100000.0,1218850048.0,3172100096.0,0.09,0.206,0.40108,0.28424,0.18229,3.3323,,
402,RMD,ResMed Inc.,8160.0,1.0,6.0,5.0,3.0,2.0,1682899200.0,1672444800.0,86400,2.0,209.98,210.6,207.31,210.97,209.98,210.6,207.31,210.97,1.76,0.0082,1683676800.0,0.2969,0.93,0.480295,35.712456,28.318674,394479.0,394479.0,545592.0,625140.0,625140.0,0.0,0.0,800.0,800.0,30748985344.0,194.3,247.65,7.6572433,223.787,221.1888,1.74,0.008286504,33138814976.0,0.2149,145564205.0,146931008.0,1036917.0,1146532.0,1681430400.0,1684108800.0,0.0070999996,0.012940001,0.66459,1.97,0.008,0.0,26.766,7.8186874,1656547200.0,1688083200.0,1680220800.0,0.299,862953024.0,5.86,7.39,3.13,2:1,1283212800.0,8.252,26.435,0.035863996,0.02542901,0.44,1683676800.0,-14400000.0,209.275,290.0,229.0,260.75,261.0,2.2,10.0,240008992.0,1.633,1253584000.0,1724082944.0,1.25,3.069,4015673088.0,43.842,27.392,0.120620005,0.23933001,2063961000.0,288278240.0,535348992.0,0.295,0.292,0.57006,0.31217,0.2792,1.7391,,
403,RVTY,"Revvity, Inc.",11000.0,,,,,,,1672444800.0,86400,2.0,116.22,115.17,113.22,115.66,116.22,115.17,113.22,115.66,0.28,0.0023999999,1689811200.0,0.1,0.25,1.101337,40.89643,19.540956,139505.0,139505.0,804952.0,829290.0,829290.0,46.5,120.19,800.0,800.0,14364249088.0,113.17,170.0,4.75083,127.0952,132.35655,0.28,0.002409224,16627405824.0,0.31807,115033162.0,125441000.0,3063719.0,3510579.0,1681430400.0,1684108800.0,0.024400001,0.00269,0.86254996,3.63,0.0313,,63.77,1.7956719,1672531200.0,1704067200.0,1680393600.0,2.218,353451008.0,2.8,5.86,-8.67,2:1,991612800.0,5.499,15.402,-0.20451742,0.02542901,0.07,1681948800.0,-14400000.0,114.51,185.0,125.0,149.73,150.0,2.4,15.0,2461146112.0,19.62,1079591936.0,4509798912.0,1.949,2.427,3023524096.0,56.135,23.96,0.027679998,0.04644,2040719000.0,1023282624.0,460057984.0,2.235,-0.299,0.5988,0.35706002,0.21594,4.1495,,
404,RHI,Robert Half International Inc.,16300.0,1.0,7.0,4.0,2.0,1.0,1682899200.0,1672444800.0,86400,2.0,66.77,66.39,64.65,67.1,66.77,66.39,64.65,67.1,1.92,0.028399998,1684886400.0,0.3133,1.96,1.319845,11.469912,12.462501,342105.0,342105.0,995417.0,809230.0,809230.0,0.0,0.0,1000.0,800.0,6983581184.0,64.65,92.27,0.97814155,72.235,76.50635,1.77,0.026508912,6829698560.0,0.08567,102892439.0,107763000.0,7880924.0,5443822.0,1681430400.0,1684108800.0,0.0731,0.02698,1.0100499,6.99,0.119399995,0.0,15.079,4.2976985,1672444800.0,1703980800.0,1680220800.0,-0.275,611684992.0,5.65,5.2,-11.24,2:1,960854400.0,0.957,7.541,-0.23226398,0.02542901,0.48,1684886400.0,-14400000.0,64.805,100.0,56.0,71.3,67.0,3.2,10.0,547729024.0,5.167,905660032.0,222034000.0,1.356,1.961,7139642880.0,13.89,66.406,0.18221001,0.40094003,3094049000.0,494142624.0,680110976.0,-0.25,-0.054,0.42186,0.12685001,0.1197,3.3367,Suite 200,
405,ROK,"Rockwell Automation, Inc.",26000.0,8.0,4.0,4.0,10.0,9.0,1682899200.0,1672444800.0,86400,2.0,286.79,284.37,276.93,285.45,286.79,284.37,276.93,285.45,4.72,0.0165,1683849600.0,0.4049,1.87,1.425756,24.529049,21.385265,246283.0,246283.0,723873.0,685320.0,685320.0,0.0,0.0,800.0,800.0,32009918464.0,190.08,309.36,3.8328805,278.469,264.74124,4.6,0.01603961,37033566208.0,0.15819,114550228.0,114875000.0,3020285.0,3092931.0,1681430400.0,1684108800.0,0.026300002,0.00161,0.82957,3.96,0.0298,0.0,27.469,10.144162,1664496000.0,1696032000.0,1680220800.0,4.571,1316199936.0,11.36,13.03,1.59,2:1,545356800.0,4.434,21.514,0.32155204,0.02542901,1.18,1683849600.0,-14400000.0,278.65,335.0,220.0,293.6,295.0,2.8,20.0,456600000.0,3.975,1721400064.0,4329399808.0,0.659,1.081,8351399936.0,126.019,72.463,0.08415,0.40984002,3102000000.0,529500000.0,997699968.0,4.63,0.258,0.4113,0.20612,0.17882,2.6285,,
406,ROL,"Rollins, Inc.",17515.0,2.0,10.0,9.0,10.0,10.0,1685404800.0,1672444800.0,86400,2.0,39.42,39.51,38.92,39.51,39.42,39.51,38.92,39.51,0.52,0.013200001,1683590400.0,0.5897,0.98,0.659042,50.570515,40.25,690100.0,690100.0,1380750.0,1406770.0,1406770.0,0.0,0.0,800.0,800.0,19437983744.0,31.43,43.06,7.0346985,39.5988,37.7029,0.46,0.011669205,19644833792.0,0.13863,256953928.0,492787008.0,8777285.0,9126534.0,1681430400.0,1684108800.0,0.0178,0.47732,0.45064,6.37,0.036199998,0.0,2.613,15.095675,1672444800.0,1703980800.0,1680220800.0,0.196,383067008.0,0.78,0.98,5.46,3:2,1607644800.0,7.11,32.582,0.12660766,0.02542901,0.13,1683590400.0,-14400000.0,39.445,45.0,40.0,42.0,41.5,2.6,4.0,122103000.0,0.248,602939008.0,341272992.0,0.666,0.787,2763158016.0,26.501,5.612,0.14995,0.31985,1387424000.0,383872384.0,479171008.0,0.195,0.114,0.5151,0.21821,0.18538,3.793,,
407,ROP,"Roper Technologies, Inc.",15800.0,7.0,1.0,5.0,8.0,5.0,1682899200.0,1672444800.0,86400,2.0,451.73,448.13,448.13,452.4,451.73,448.13,448.13,452.4,2.73,0.0061000003,1680652800.0,0.2694,0.53,1.031667,46.693897,25.801714,147312.0,147312.0,544717.0,471660.0,471660.0,0.0,0.0,800.0,900.0,48129486848.0,356.22,463.9,8.653737,445.728,423.8422,2.605,0.005766719,53444542464.0,0.50475,106045416.0,106592000.0,774559.0,694908.0,1681430400.0,1684108800.0,0.0073,0.00447,0.96857,1.71,0.0073,0.0,153.226,2.9468236,1672444800.0,1703980800.0,1680220800.0,-0.86,1033500032.0,9.67,17.5,3.0,2:1,1125273600.0,9.609,23.773,0.04851103,0.02542901,0.683,1680652800.0,-14400000.0,451.53,550.0,475.0,516.36,525.0,2.2,14.0,1181600000.0,11.085,2248100096.0,6663900160.0,0.698,0.804,5561699840.0,40.801,52.432,0.03718,0.06917,3752800000.0,1169750016.0,723000000.0,-0.86,0.148,0.69658995,0.40421,0.28222,2.1093,Suite 200,
408,ROST,"Ross Stores, Inc.",101000.0,10.0,4.0,7.0,4.0,6.0,1685404800.0,1672444800.0,86400,2.0,103.26,103.0,102.0,103.21,103.26,103.0,102.0,103.21,1.34,0.012999999,1685923200.0,0.2811,0.92,0.981703,22.837776,18.996304,979235.0,979235.0,2324617.0,3162170.0,3162170.0,102.73,102.78,1100.0,800.0,35152683008.0,69.24,122.45,1.8641306,104.2082,103.3914,1.265,0.012250629,36222197760.0,0.081920005,331173083.0,342052000.0,5788447.0,5627559.0,1681430400.0,1684108800.0,0.016900001,0.01995,0.92517,3.44,0.0201,0.0,12.751,8.059759,1674864000.0,1706400000.0,1682726400.0,0.097,1544786944.0,4.5,5.41,2.06,2:1,1434067200.0,1.921,15.213,0.2492137,0.02542901,0.335,1678665600.0,-14400000.0,102.77,135.0,78.0,119.42,120.0,2.0,19.0,4416480256.0,13.065,2380956928.0,5731736064.0,1.213,1.862,18857414656.0,132.975,55.268,0.09212,0.36938,5677201000.0,1422472832.0,2518791936.0,0.124,0.037,0.30453,0.12626,0.104949996,1.6682,,
409,RCL,D/B/A Royal Caribbean Cruises L,102400.0,5.0,6.0,10.0,9.0,10.0,1685404800.0,1672444800.0,86400,2.0,80.26,80.65,78.5,81.09,80.26,80.65,78.5,81.09,,,1583366400.0,0.0,,2.443349,,11.42341,1509068.0,1509068.0,3520671.0,3299310.0,3299310.0,0.0,0.0,800.0,1100.0,20216010752.0,31.09,81.16,1.8952886,68.2548,58.6248,0.0,0.0,41520381952.0,-0.097200006,227605632.0,255736992.0,18772970.0,17804295.0,1681430400.0,1684108800.0,0.0734,0.13206,0.74808,5.06,0.107200004,0.0,11.151,7.089051,1672444800.0,1703980800.0,1680220800.0,,-1036729984.0,-4.13,6.92,-0.11,2:1,902102400.0,3.893,23.305,0.44430447,0.02542901,0.78,1583366400.0,-14400000.0,79.05,104.0,55.0,86.92,87.0,2.0,13.0,1226871040.0,4.797,1781598976.0,22048026624.0,0.168,0.256,10666455040.0,728.759,41.801,0.0072000003,-0.2956,2375604000.0,1304846720.0,2320622080.0,,1.724,0.34278,0.16702999,0.03553,,,
410,SPGI,S&P Global Inc.,39911.0,1.0,3.0,7.0,4.0,2.0,1682899200.0,1672444800.0,86400,2.0,364.33,362.0,359.76,364.855,364.33,362.0,359.76,364.855,3.6,0.01,1684972800.0,0.42069998,0.86,1.116115,44.411587,25.254854,502008.0,502008.0,1228119.0,1066700.0,1066700.0,0.0,0.0,800.0,800.0,116827332608.0,279.32,395.8,9.77471,350.5226,345.75684,3.45,0.009469437,130182225920.0,0.23493999,320261056.0,320800000.0,4655701.0,2586813.0,1681430400.0,1684108800.0,0.0145000005,0.00196,0.88831,4.34,0.0145000005,0.0,113.077,3.2205927,1672444800.0,1703980800.0,1680220800.0,-0.356,2808000000.0,8.2,14.42,2.25,2:1,1116374400.0,10.892,23.255,0.097346425,0.02542901,0.9,1684972800.0,-14400000.0,364.175,434.0,375.0,410.44,411.5,1.7,18.0,1402000000.0,4.37,5598000128.0,12348999680.0,0.607,0.911,11952000000.0,31.049,36.392,0.043270003,0.074310005,7415000000.0,2639375104.0,2975000064.0,-0.447,0.323,0.65654,0.46837002,0.37107,2.2617,,
411,CRM,"Salesforce, Inc.",79390.0,2.0,9.0,8.0,3.0,6.0,1685404800.0,1703980800.0,86400,2.0,218.87,219.55,217.06,222.22,218.87,219.55,217.06,222.22,,,,0.0,,1.243842,995.22723,24.628796,5185282.0,5185282.0,6814847.0,5833100.0,5833100.0,0.0,0.0,800.0,900.0,214357082112.0,126.34,222.22,6.83711,198.249,166.73586,0.0,0.0,221240999936.0,0.0066299997,967610000.0,979022976.0,9082344.0,9135847.0,1681430400.0,1684108800.0,0.0093,0.03222,0.78068,1.94,0.0095999995,0.0,59.489,3.6805124,1675123200.0,1706659200.0,1675123200.0,,208000000.0,0.22,8.89,1.31,4:1,1366243200.0,7.057,40.699,0.24308515,0.02542901,,,-14400000.0,218.95,325.0,145.0,228.57,230.0,2.1,43.0,12508000256.0,12.508,5436000256.0,14878999552.0,0.898,1.019,31352000512.0,25.496,31.605,0.01197,0.00357,22992000000.0,10220874752.0,7111000064.0,,0.144,0.73335,0.17339,0.05926,1.3911,3rd Floor 415 Mission Street,h885
412,SBAC,SBA Communications Corporation,1834.0,7.0,9.0,4.0,7.0,7.0,1685404800.0,1672444800.0,86400,2.0,221.84,221.74,218.81,222.6,221.84,221.74,218.81,222.6,3.4,0.0153,1684972800.0,0.8688,,0.500703,64.935104,38.283478,228229.0,228229.0,775615.0,769710.0,769710.0,220.37,220.85,800.0,900.0,23848665088.0,218.81,356.59,8.868312,247.7694,278.32135,2.98,0.013433105,39044726784.0,0.13908,106960233.0,108339000.0,1250917.0,1488656.0,1681430400.0,1684108800.0,0.0115,0.012259999,0.96715,1.69,0.0139,0.0,-48.642,,1672444800.0,1703980800.0,1680220800.0,-0.463,374023008.0,3.39,5.75,3.16,,,14.519,22.871,-0.32995045,0.02542901,0.85,1684972800.0,-14400000.0,220.13,344.0,262.0,310.87,308.0,2.1,15.0,152772000.0,1.41,1707172992.0,15125303296.0,0.618,0.735,2689200128.0,,24.907,0.05992,,1937997000.0,1093006336.0,1304386048.0,-0.459,0.09,0.7368,0.63483,0.3687,2.6607,,
413,SLB,Schlumberger N.V.,99000.0,4.0,4.0,2.0,5.0,3.0,1682899200.0,1672444800.0,86400,2.0,44.31,42.77,42.7601,43.495,44.31,42.77,42.7601,43.495,1.0,0.0225,1686009600.0,0.2892,3.7,1.779732,16.018656,11.47861,4038237.0,4038237.0,9914955.0,10332130.0,10332130.0,0.0,0.0,1100.0,1000.0,61189419008.0,30.65,59.45,2.0488672,47.8084,48.3272,0.775,0.017490407,74327719936.0,0.12941,1421425497.0,1425330048.0,21203553.0,19201561.0,1681430400.0,1684108800.0,0.0149,0.00193,0.83277,2.25,0.0149,0.0,12.676,3.3867152,1672444800.0,1703980800.0,1680220800.0,0.831,3864999936.0,2.68,3.74,0.45,2:1,1144627200.0,2.489,11.751,-0.050771236,0.02542901,0.25,1675728000.0,-14400000.0,42.93,75.0,49.0,64.33,65.0,1.8,27.0,2504000000.0,1.757,6325000192.0,13121000448.0,0.823,1.257,29865000960.0,71.387,21.039,0.067379996,0.23021999,5161000000.0,364750016.0,3919000064.0,0.806,0.298,0.18962,0.21179001,0.1549,1.1169,17th Floor,
414,STX,Seagate Technology Holdings PLC,40000.0,4.0,6.0,6.0,7.0,7.0,1685404800.0,1672444800.0,86400,2.0,61.0,59.81,58.8,59.86,61.0,59.81,58.8,59.86,2.8,0.045900002,1687219200.0,,4.44,1.115411,,24.254097,1043753.0,1043753.0,2348323.0,2062680.0,2062680.0,59.06,59.12,800.0,800.0,12255113216.0,47.47,86.43,1.4572073,61.0018,60.4711,2.8,0.045901638,17828024320.0,-0.01914,192599033.0,207082000.0,9482349.0,10232410.0,1681430400.0,1684108800.0,0.0458,0.00563,0.88619006,3.64,0.056399997,0.0,-4.849,,1656633600.0,1688169600.0,1680220800.0,,-161000000.0,-0.83,2.44,-41.64,,,2.12,27.9,-0.2710325,0.02542901,0.7,1679356800.0,-14400000.0,59.18,72.0,32.0,62.83,65.0,2.6,18.0,772000000.0,3.728,639000000.0,5968000000.0,0.485,0.988,8409999872.0,,40.287,0.0075199995,,3469000000.0,112625000.0,904000000.0,,-0.336,0.21474001,0.07598,0.012250001,,Dublin 2,
